province_std_source,city_std_source,district_std_source,province_std_final,city_std_final,district_std_final,city_std_confidence,city_std_reason,record_count,example_job_id,example_detail_url
天津,天津,河东区,天津,天津,河东区,high,exact-city-alias,207,job_009524,https://jobs.51job.com/tianjin-hdq/171578764.html?s=sou_sou_soulb&t=0_0&req=8f84462a4a5ce9a95355ae8d9edb3282
福建,福州,福清市,福建,福州,福清市,high,exact-city-alias,206,job_006483,https://jobs.51job.com/fuzhou-fqs/170530930.html?s=sou_sou_soulb&t=0_0&req=3b5fc5d5199b102a0f5a0ad878bfb85d
北京,北京,房山区,北京,北京,房山区,high,exact-city-alias,205,job_000010,https://jobs.51job.com/beijing-fsq/171486075.html?s=sou_sou_soulb&t=0_0&req=0949676080f5f0934c4c3b057039b46f
浙江,杭州,建德市,浙江,杭州,建德市,high,exact-city-alias,205,job_014557,https://jobs.51job.com/hangzhou-jds/170569669.html?s=sou_sou_soulb&t=0_0&req=d2483cff9bd68ca4fb9a4e340ab6443c
广东,中山,东凤镇,广东,中山,东凤镇,high,exact-city-alias,204,job_002545,https://jobs.51job.com/zhongshan-dfz/168468937.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
天津,天津,北辰区,天津,天津,北辰区,high,exact-city-alias,204,job_035721,https://jobs.51job.com/tianjin-bcq/154756100.html?s=sou_sou_soulb&t=0_0&req=b518dec0cc90c227cf191961b1b1c359
海南,海口,秀英区,海南,海口,秀英区,high,exact-city-alias,204,job_010242,https://jobs.51job.com/haikou-xyq/171262539.html?s=sou_sou_soulb&t=0_0&req=32b067dc0eac21a5ae1669e24aa67b3b
湖北,宜昌,西陵区,湖北,宜昌,西陵区,high,exact-city-alias,203,job_007387,https://jobs.51job.com/yichang-xlq/170275783.html?s=sou_sou_soulb&t=0_0&req=e55dea60baa022a4d8aace2e46a8e7d7
广东,云浮,,广东,云浮,,high,exact-city-alias,202,job_002638,https://jobs.51job.com/yunfu/171633244.html?s=sou_sou_soulb&t=0_0&req=b3c6b41c57facb98850d9f365507a89d
广东,中山,横栏镇,广东,中山,横栏镇,high,exact-city-alias,201,job_002533,https://jobs.51job.com/zhongshan-hlz/169244409.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
安徽,亳州,,安徽,亳州,,high,exact-city-alias,201,job_013766,https://jobs.51job.com/bozhou/170848772.html?s=sou_sou_soulb&t=0_0&req=f35e7eff63ba7df47864108f51778968
安徽,合肥,肥东县,安徽,合肥,肥东县,high,exact-city-alias,201,job_006886,https://jobs.51job.com/hefei-fdx/170795523.html?s=sou_sou_soulb&t=0_0&req=abf6b693e7a904c2f7e4e24033549fe9
辽宁,大连,高新园区,辽宁,大连,高新园区,high,exact-city-alias,201,job_007950,https://jobs.51job.com/dalian-gxyq/170769173.html?s=sou_sou_soulb&t=0_0&req=e1b1b71554bb5199b3e777db2b72821f
广西,梧州,,广西,梧州,,high,exact-city-alias,201,job_006761,https://jobs.51job.com/wuzhou/167562828.html?s=sou_sou_soulb&t=0_0&req=7d3b5c97d6097a008e5e8433e9b9ebec
,云南省,,云南,,,low,province-only-city-source,200,job_023722,https://jobs.51job.com/all/163091568.html?s=sou_sou_soulb&t=0_0&req=b7589255193a9fd904121e4a96fbed1a
四川,宜宾,叙州区,四川,宜宾,叙州区,high,exact-city-alias,200,job_013683,https://jobs.51job.com/yibin-xzq/162416458.html?s=sou_sou_soulb&t=0_0&req=6b95646c567a7e1a727629ca3a7867f8
西藏,拉萨,,西藏,拉萨,,high,exact-city-alias,200,job_014020,https://jobs.51job.com/lhasa/171338599.html?s=sou_sou_soulb&t=0_0&req=df71676a8d2bd8defb4e7ddc17927dfd
甘肃,天水,,甘肃,天水,,high,exact-city-alias,199,job_054051,https://jobs.51job.com/tianshui/171230334.html?s=sou_sou_soulb&t=0_0&req=3334686c44203ef1b47776580eeb8152
云南,昆明,安宁市,云南,昆明,安宁市,high,exact-city-alias,199,job_053190,https://jobs.51job.com/kunming-ans/170242412.html?s=sou_sou_soulb&t=0_0&req=69a2c4226ec4e604634fb31b40f8ee82
浙江,衢州,柯城区,浙江,衢州,柯城区,high,exact-city-alias,199,job_042047,https://jobs.51job.com/quzhou-kcq/170452000.html?s=sou_sou_soulb&t=0_0&req=c4134c0f02539a16c739c0f0d9635d37
四川,达州,,四川,达州,,high,exact-city-alias,198,job_014566,https://jobs.51job.com/dazhou/171672917.html?s=sou_sou_soulb&t=0_0&req=0a71355dc69ad51643b8101d54434f24
广西,柳州,柳南区,广西,柳州,柳南区,high,exact-city-alias,197,job_014615,https://jobs.51job.com/liuzhou-lnq/170117263.html?s=sou_sou_soulb&t=0_0&req=0ef277322c4a48087424cfc9e520e3ec
河南,濮阳,,河南,濮阳,,high,exact-city-alias,197,job_011829,https://jobs.51job.com/puyang/171354362.html?s=sou_sou_soulb&t=0_0&req=c26b48e08a2905eaa5fd3a906f73fd09
广东,中山,古镇镇,广东,中山,古镇镇,high,exact-city-alias,196,job_002592,https://jobs.51job.com/zhongshan-gzz/168470332.html?s=sou_sou_soulb&t=0_0&req=6fb61227ad97117769fd0d822058e6f7
江苏,镇江,扬中市,江苏,镇江,扬中市,high,exact-city-alias,196,job_017358,https://jobs.51job.com/zhenjiang-yzs/171381159.html?s=sou_sou_soulb&t=0_0&req=20f68e296e8ed57962d03c267f77bfc8
湖南,株洲,石峰区,湖南,株洲,石峰区,high,exact-city-alias,195,job_007623,https://jobs.51job.com/zhuzhou-sfq/171665724.html?s=sou_sou_soulb&t=0_0&req=d1d0d05b398a90240b491b32f9ee423c
辽宁,沈阳,于洪区,辽宁,沈阳,于洪区,high,exact-city-alias,195,job_010866,https://jobs.51job.com/shenyang-yhq/168532485.html?s=sou_sou_soulb&t=0_0&req=7d4d27b45af35588a0aef5a8606ad923
广东,清远,佛冈县,广东,清远,佛冈县,high,exact-city-alias,195,job_030668,https://jobs.51job.com/qingyuan-fgx/168047653.html?s=sou_sou_soulb&t=0_0&req=cb929b6c444f2a6e08e6e1d0171fd2c5
山东,烟台,芝罘区,山东,烟台,芝罘区,high,exact-city-alias,195,job_010340,https://jobs.51job.com/yantai-zfq/163019704.html?s=sou_sou_soulb&t=0_0&req=c24ae2338f809dffd81ef915d97b4665
浙江,台州,三门县,浙江,台州,三门县,high,exact-city-alias,194,job_041890,https://jobs.51job.com/taizhoue-smx/171477988.html?s=sou_sou_soulb&t=0_0&req=7115b3cdae868c9664943bef1091d308
江苏,徐州,云龙区,江苏,徐州,云龙区,high,exact-city-alias,194,job_021062,https://jobs.51job.com/xuzhou-ylq/170381951.html?s=sou_sou_soulb&t=0_0&req=45b6d6540a72302c08d15f5b22fda094
重庆,重庆,永川区,重庆,重庆,永川区,high,exact-city-alias,194,job_003940,https://jobs.51job.com/chongqing-ycq/170116462.html?s=sou_sou_soulb&t=0_0&req=ee67e2b4eea84b3b3d7cb99f2db3489a
湖南,永州,,湖南,永州,,high,exact-city-alias,192,job_023454,https://jobs.51job.com/yongzhou/170558597.html?s=sou_sou_soulb&t=0_0&req=033b2ba7ac2eaaf6c1c2bf40a999fcff
江苏,镇江,句容市,江苏,镇江,句容市,high,exact-city-alias,192,job_005572,https://jobs.51job.com/zhenjiang-jrs/170419960.html?s=sou_sou_soulb&t=0_0&req=9c0e4a474c2aeb152c721f00f6e331bf
浙江,台州,黄岩区,浙江,台州,黄岩区,high,exact-city-alias,191,job_021798,https://jobs.51job.com/taizhoue-hyq/171217487.html?s=sou_sou_soulb&t=0_0&req=266870f44162a77eb633b16ef7d09bb2
江苏,扬州,江都区,江苏,扬州,江都区,high,exact-city-alias,190,job_005502,https://jobs.51job.com/yangzhou-jdq/170281464.html?s=sou_sou_soulb&t=0_0&req=6d0bcf44b4c0ee0c1e5e7a04bf32a85a
广东,清远,清新区,广东,清远,清新区,high,exact-city-alias,189,job_002627,https://jobs.51job.com/qingyuan-qxq/171604962.html?s=sou_sou_soulb&t=0_0&req=0033b3559af545ef0e2fd11017e9a4d7
河南,漯河,,河南,漯河,,high,exact-city-alias,189,job_048507,https://jobs.51job.com/luohe/171653834.html?s=sou_sou_soulb&t=0_0&req=b2fa2674ef955b7cf8d98cc67e15979b
广西,北海,,广西,北海,,high,exact-city-alias,188,job_006763,https://jobs.51job.com/beihai/167562799.html?s=sou_sou_soulb&t=0_0&req=7d3b5c97d6097a008e5e8433e9b9ebec
安徽,淮北,,安徽,淮北,,high,exact-city-alias,188,job_006902,https://jobs.51job.com/huaibei/168699333.html?s=sou_sou_soulb&t=0_0&req=abf6b693e7a904c2f7e4e24033549fe9
江苏,淮安,淮阴区,江苏,淮安,淮阴区,high,exact-city-alias,188,job_005623,https://jobs.51job.com/huaian-hyq/169607956.html?s=sou_sou_soulb&t=0_0&req=7c6e4ea859d1a6f945607ec5df33dbf2
广东,中山,西区,广东,中山,西区,high,exact-city-alias,187,job_002534,https://jobs.51job.com/zhongshan-xq/171622604.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
内蒙古,通辽,,内蒙古,通辽,,high,exact-city-alias,187,job_054223,https://jobs.51job.com/tongliao/171426164.html?s=sou_sou_soulb&t=0_0&req=6a378f3dac944047b0f41a90261b66fb
云南,昭通,,云南,昭通,,high,exact-city-alias,185,job_053137,https://jobs.51job.com/zhaotong/171105621.html?s=sou_sou_soulb&t=0_0&req=89aa790a4bebed7ba4a3573976c7cc9a
广东,中山,黄圃镇,广东,中山,黄圃镇,high,exact-city-alias,184,job_002530,https://jobs.51job.com/zhongshan-hpz/171571542.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
广东,中山,南区,广东,中山,南区,high,exact-city-alias,184,job_002561,https://jobs.51job.com/zhongshan-nq/171020752.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
安徽,宣城,广德市,安徽,宣城,广德市,high,exact-city-alias,184,job_015673,https://jobs.51job.com/xuancheng-gds/171350086.html?s=sou_sou_soulb&t=0_0&req=13f5b00187eb3ae24442328f7cc7140d
贵州,六盘水,,贵州,六盘水,,high,exact-city-alias,183,job_053892,https://jobs.51job.com/liupanshui/167841803.html?s=sou_sou_soulb&t=0_0&req=993f0b1beb3bc6c9416252b6fce7b50f
广东,东莞,石龙镇,广东,东莞,石龙镇,high,exact-city-alias,181,job_015243,https://jobs.51job.com/dongguan-slz/163138041.html?s=sou_sou_soulb&t=0_0&req=4cd09d1c5c621a433afd4471780432e0
山西,晋中,,山西,晋中,,high,exact-city-alias,181,job_023574,https://jobs.51job.com/jinzhong/171541993.html?s=sou_sou_soulb&t=0_0&req=a0105b023a82520081154402b69313b7
云南,昆明,嵩明县,云南,昆明,嵩明县,high,exact-city-alias,180,job_015782,https://jobs.51job.com/kunming-smx/170637405.html?s=sou_sou_soulb&t=0_0&req=4b3d8ddb080a15451bb9a98fa0a9d7b6
天津,天津,津南区,天津,天津,津南区,high,exact-city-alias,178,job_003788,https://jobs.51job.com/tianjin-jnq/168455634.html?s=sou_sou_soulb&t=0_0&req=335e47a8f46b2a46eef4b92d9eed9eaa
四川,广安,,四川,广安,,high,exact-city-alias,178,job_006300,https://jobs.51job.com/guangan/170407732.html?s=sou_sou_soulb&t=0_0&req=89ac95d143441721f1423741900b6bcd
黑龙江,哈尔滨,道里区,黑龙江,哈尔滨,道里区,high,exact-city-alias,177,job_052395,https://jobs.51job.com/hadongbin-dlq/171073026.html?s=sou_sou_soulb&t=0_0&req=a789413e519b48d4e9418d1f01b39515
陕西,西安,鄠邑区,陕西,西安,鄠邑区,high,exact-city-alias,177,job_023548,https://jobs.51job.com/xian-hyq/170003614.html?s=sou_sou_soulb&t=0_0&req=61e4afcf2280e1d40cfda5cb07bb56d0
湖北,黄石,大冶市,湖北,黄石,大冶市,high,exact-city-alias,177,job_007359,https://jobs.51job.com/huangshi-dys/171165649.html?s=sou_sou_soulb&t=0_0&req=fdbdc3612f5c68548ad6f2ccf7c82ab5
山东,东营,,山东,东营,,high,exact-city-alias,176,job_006559,https://jobs.51job.com/dongying/171581577.html?s=sou_sou_soulb&t=0_0&req=49fa21f4a13df9e7f28418008970f854
四川,成都,大邑县,四川,成都,大邑县,high,exact-city-alias,176,job_022358,https://jobs.51job.com/chengdu-dyx/171450766.html?s=sou_sou_soulb&t=0_0&req=a10b238cb831295b7a0d927faed32c62
山东,枣庄,,山东,枣庄,,high,exact-city-alias,176,job_013728,https://jobs.51job.com/zaozhuang/168761821.html?s=sou_sou_soulb&t=0_0&req=d9bd20cbc27553eee4bc174867d19103
安徽,六安,金安区,安徽,六安,金安区,high,exact-city-alias,173,job_006899,https://jobs.51job.com/liuan-jaq/170963830.html?s=sou_sou_soulb&t=0_0&req=abf6b693e7a904c2f7e4e24033549fe9
山西,晋城,,山西,晋城,,high,exact-city-alias,171,job_052140,https://jobs.51job.com/jincheng/171651831.html?s=sou_sou_soulb&t=0_0&req=d99d51810b8d3b47f22f10a8a7855ec4
辽宁,大连,旅顺口区,辽宁,大连,旅顺口区,high,exact-city-alias,170,job_008021,https://jobs.51job.com/dalian-lskq/150340313.html?s=sou_sou_soulb&t=0_0&req=b2bd0ef33f0373da09db76b6f18ae545
湖南,湘潭,雨湖区,湖南,湘潭,雨湖区,high,exact-city-alias,170,job_050745,https://jobs.51job.com/xiangtan-yhq/171519302.html?s=sou_sou_soulb&t=0_0&req=2ef6cff459768a710f66ca8f87874dc3
陕西,安康,,陕西,安康,,high,exact-city-alias,169,job_051519,https://jobs.51job.com/ankang/166833842.html?s=sou_sou_soulb&t=0_0&req=5c098bd9a0ff1900d0600b09d938dcd7
陕西,延安,,陕西,延安,,high,exact-city-alias,169,job_023543,https://jobs.51job.com/yanan/164131049.html?s=sou_sou_soulb&t=0_0&req=61e4afcf2280e1d40cfda5cb07bb56d0
陕西,汉中,,陕西,汉中,,high,exact-city-alias,169,job_051570,https://jobs.51job.com/hanzhong/163286951.html?s=sou_sou_soulb&t=0_0&req=550e13f404e3b0cec38644b648fa02fb
广东,中山,阜沙镇,广东,中山,阜沙镇,high,exact-city-alias,168,job_002540,https://jobs.51job.com/zhongshan-fsz/171116906.html?s=sou_sou_soulb&t=0_0&req=cb1882c9e5163bb25021626e8d90b59f
河南,郑州,郑州航空港区,河南,郑州,郑州航空港区,high,exact-city-alias,168,job_007031,https://jobs.51job.com/zhengzhou-hkg/170394982.html?s=sou_sou_soulb&t=0_0&req=8468dee840d7c61d0a3dfc1ebcbed152
四川,德阳,旌阳区,四川,德阳,旌阳区,high,exact-city-alias,167,job_006196,https://jobs.51job.com/deyang-jyq/171518622.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
,广州,,广东,广州,,high,exact-city-alias,166,job_001528,https://jobs.51job.com/all/171674969.html?s=sou_sou_soulb&t=0_0&req=5ce4a0c7708a587cec0396d6a1486a7e
山西,吕梁,,山西,吕梁,,high,exact-city-alias,164,job_052237,https://jobs.51job.com/lvliang/165751475.html?s=sou_sou_soulb&t=0_0&req=218719195a689baf70f026b84ee9aa10
安徽,安庆,迎江区,安徽,安庆,迎江区,high,exact-city-alias,162,job_022792,https://jobs.51job.com/anqing-yjq/170493737.html?s=sou_sou_soulb&t=0_0&req=0c66f5825b8514e8db6a8b3d5c2b9c3e
浙江,丽水,莲都区,浙江,丽水,莲都区,high,exact-city-alias,161,job_021918,https://jobs.51job.com/lishui-ldq/167834510.html?s=sou_sou_soulb&t=0_0&req=677ca1e2dbfafae90e0048f2ed3f5c68
辽宁,大连,长兴岛,辽宁,大连,长兴岛,high,exact-city-alias,161,job_052686,https://jobs.51job.com/dalian-cxd/162400496.html?s=sou_sou_soulb&t=0_0&req=8d4a7225386faceebc7b8bee97663f67
湖北,恩施,,湖北,恩施,,high,51job-area-alias,161,job_049340,https://jobs.51job.com/enshi/171581635.html?s=sou_sou_soulb&t=0_0&req=4bf8dfab3c02ecdaa84cb6a6158209a5
四川,成都,都江堰市,四川,成都,都江堰市,high,exact-city-alias,161,job_011744,https://jobs.51job.com/chengdu-djys/170280212.html?s=sou_sou_soulb&t=0_0&req=1a47f03d560ab6f33170d807b4039d75
辽宁,葫芦岛,,辽宁,葫芦岛,,high,exact-city-alias,161,job_011986,https://jobs.51job.com/huludao/171223771.html?s=sou_sou_soulb&t=0_0&req=10a4c11abd18f14e5e0a5dc1cd04f8a6
贵州,贵阳,云岩区,贵州,贵阳,云岩区,high,exact-city-alias,161,job_008154,https://jobs.51job.com/guiyang-yyq/169206451.html?s=sou_sou_soulb&t=0_0&req=8fc364855997af9dfb24f4823506e3a2
四川,绵阳,游仙区,四川,绵阳,游仙区,high,exact-city-alias,160,job_006164,https://jobs.51job.com/mianyang-yxq/170232799.html?s=sou_sou_soulb&t=0_0&req=60a5c2805641692fcae5e74872595e55
广西,南宁,兴宁区,广西,南宁,兴宁区,high,exact-city-alias,159,job_012853,https://jobs.51job.com/nanning-xnq/171421805.html?s=sou_sou_soulb&t=0_0&req=afc0e79943975b4c15aa6e36ce245b82
山东,滨州,,山东,滨州,,high,exact-city-alias,158,job_012847,https://jobs.51job.com/binzhou/171541261.html?s=sou_sou_soulb&t=0_0&req=fa019e252d3e3904ba7b4609ad6f9b8a
辽宁,锦州,,辽宁,锦州,,high,exact-city-alias,158,job_052551,https://jobs.51job.com/jinzhou/171632775.html?s=sou_sou_soulb&t=0_0&req=442d17877f825471b5a967dad0d8a21f
广东,阳江,阳东区,广东,阳江,阳东区,high,exact-city-alias,157,job_030775,https://jobs.51job.com/yangjiang-ydq/170687441.html?s=sou_sou_soulb&t=0_0&req=34125e26e3c41d2e2f69a816bb88cb61
内蒙古,鄂尔多斯,,内蒙古,鄂尔多斯,,high,exact-city-alias,156,job_023841,https://jobs.51job.com/errduosi/171576029.html?s=sou_sou_soulb&t=0_0&req=0100002019313a96b97c9428bf31fdc7
山东,日照,,山东,日照,,high,exact-city-alias,155,job_045972,https://jobs.51job.com/rizhao/169988779.html?s=sou_sou_soulb&t=0_0&req=22b51a1dc346aa710b1bddf43255645a
安徽,黄山,,安徽,黄山,,high,exact-city-alias,154,job_013760,https://jobs.51job.com/huangshan/170848783.html?s=sou_sou_soulb&t=0_0&req=f35e7eff63ba7df47864108f51778968
陕西,西安,曲江新区,陕西,西安,曲江新区,high,exact-city-alias,153,job_007768,https://jobs.51job.com/xian-qjxq/167612043.html?s=sou_sou_soulb&t=0_0&req=d39bf751ee95785621b4bcbdd616430c
贵州,贵阳,白云区,贵州,贵阳,白云区,high,exact-city-alias,153,job_008153,https://jobs.51job.com/guiyang-byq/166330536.html?s=sou_sou_soulb&t=0_0&req=8fc364855997af9dfb24f4823506e3a2
福建,龙岩,,福建,龙岩,,high,exact-city-alias,153,job_044790,https://jobs.51job.com/longyan/115417541.html?s=sou_sou_soulb&t=0_0&req=a65397bb8b4d8a39d39a5a67e7fe7bb2
山东,临沂,兰山区,山东,临沂,兰山区,high,exact-city-alias,152,job_045681,https://jobs.51job.com/linyi-lsq/167865894.html?s=sou_sou_soulb&t=0_0&req=837b0dfdbdd89c0a5bf06dc78e447172
福建,福州,马尾区,福建,福州,马尾区,high,exact-city-alias,152,job_006490,https://jobs.51job.com/fuzhou-mwq/165458108.html?s=sou_sou_soulb&t=0_0&req=3b5fc5d5199b102a0f5a0ad878bfb85d
四川,自贡,,四川,自贡,,high,exact-city-alias,152,job_043306,https://jobs.51job.com/zigong/171120806.html?s=sou_sou_soulb&t=0_0&req=36c2a31f757ef2c9aad91b975ff6b007
海南,三亚,吉阳区,海南,三亚,吉阳区,high,exact-city-alias,151,job_022462,https://jobs.51job.com/sanya-jyq/171500317.html?s=sou_sou_soulb&t=0_0&req=b031034b59e757fb0b5981115ccdf6fc
江苏,盐城,建湖县,江苏,盐城,建湖县,high,exact-city-alias,151,job_005599,https://jobs.51job.com/yancheng-jhx/171609246.html?s=sou_sou_soulb&t=0_0&req=418ea2dd457ea3ed72c0a0a0798b078c
浙江,舟山,定海区,浙江,舟山,定海区,high,exact-city-alias,149,job_014532,https://jobs.51job.com/zhoushan-dhq/171291656.html?s=sou_sou_soulb&t=0_0&req=d2483cff9bd68ca4fb9a4e340ab6443c
江西,吉安,吉安县,江西,吉安,吉安县,high,exact-city-alias,148,job_006673,https://jobs.51job.com/jian-jax/171310813.html?s=sou_sou_soulb&t=0_0&req=c3f9bf16c92fd67fff6ba2a1ab89af25
四川,成都,金堂县,四川,成都,金堂县,high,exact-city-alias,148,job_010134,https://jobs.51job.com/chengdu-jtx/165652824.html?s=sou_sou_soulb&t=0_0&req=82ce9f756601183faa9bf93589067753
重庆,重庆,涪陵区,重庆,重庆,涪陵区,high,exact-city-alias,148,job_009598,https://jobs.51job.com/chongqing-flq/170715725.html?s=sou_sou_soulb&t=0_0&req=131b475e6a934e04311ae7acadebf671
安徽,马鞍山,当涂县,安徽,马鞍山,当涂县,high,exact-city-alias,148,job_047467,https://jobs.51job.com/maanshan-dtx/161210533.html?s=sou_sou_soulb&t=0_0&req=769d776ee73417918cfc1f925be13215
安徽,合肥,政务区,安徽,合肥,政务区,high,exact-city-alias,147,job_015670,https://jobs.51job.com/hefei-zwq/138757797.html?s=sou_sou_soulb&t=0_0&req=13f5b00187eb3ae24442328f7cc7140d
,广西,,,广西,,low,fallback-city-source,147,job_015669,https://jobs.51job.com/all/166610934.html?s=sou_sou_soulb&t=0_0&req=5a3451896f7ca9bb8219d74b96dfaaa7
山东,烟台,开发区,山东,烟台,开发区,high,exact-city-alias,146,job_022593,https://jobs.51job.com/yantai-kfq/170690400.html?s=sou_sou_soulb&t=0_0&req=4917ba83027b3c8d9138817ba00fd9aa
云南,西双版纳,,云南,西双版纳,,high,51job-area-alias,146,job_053271,https://jobs.51job.com/xishuangbanna/167644136.html?s=sou_sou_soulb&t=0_0&req=48448e17e419c54da27b27c6c9bf361d
江苏,南京,经济技术开发区,江苏,南京,经济技术开发区,high,exact-city-alias,145,job_004095,https://jobs.51job.com/nanjing-jjjs/171044991.html?s=sou_sou_soulb&t=0_0&req=126ea4799edff4423eb89a666915b70c
湖北,宜昌,夷陵区,湖北,宜昌,夷陵区,high,exact-city-alias,144,job_007398,https://jobs.51job.com/yichang-ylq/169463702.html?s=sou_sou_soulb&t=0_0&req=e55dea60baa022a4d8aace2e46a8e7d7
安徽,池州,,安徽,池州,,high,exact-city-alias,144,job_006987,https://jobs.51job.com/chizhou/170848648.html?s=sou_sou_soulb&t=0_0&req=9751a68be2a5a1d987bb0f4f0d803ef1
福建,泉州,惠安县,福建,泉州,惠安县,high,exact-city-alias,144,job_022483,https://jobs.51job.com/quanzhou-hax/170651806.html?s=sou_sou_soulb&t=0_0&req=406c3fe55d0245a5a84ae384808f753e
浙江,温州,平阳县,浙江,温州,平阳县,high,exact-city-alias,143,job_005843,https://jobs.51job.com/wenzhou-pyx/167335079.html?s=sou_sou_soulb&t=0_0&req=418f632f950842e755613af2e84e09bf
重庆,重庆,万州区,重庆,重庆,万州区,high,exact-city-alias,143,job_036242,https://jobs.51job.com/chongqing-wzq/151860882.html?s=sou_sou_soulb&t=0_0&req=b320095117749abcd1409f7bac26dc7b
